2022-07-12 10:18:18,833 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-07-12 10:18:18,877 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-07-12 10:18:18,878 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-07-12 10:18:18,879 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-07-12 10:18:18,881 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-07-12 10:18:18,882 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-07-12 10:18:18,883 INFO  SwAddin.cs: 201 - Setting up command manager
2022-07-12 10:18:18,884 INFO  SwAddin.cs: 204 - Adding command manager
2022-07-12 10:18:18,886 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-07-12 10:18:18,887 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-07-12 10:18:18,887 INFO  SwAddin.cs: 210 - Adding event handlers
2022-07-12 10:18:18,889 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-07-12 10:43:25,068 INFO  SwAddin.cs: 294 - Assembly export called for file basic_amr.SLDASM
2022-07-12 10:43:25,070 INFO  SwAddin.cs: 299 - Save is required
2022-07-12 10:43:25,070 INFO  SwAddin.cs: 313 - Saving assembly
2022-07-12 10:43:25,639 INFO  SwAddin.cs: 316 - Opening property manager
2022-07-12 10:43:25,676 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from basic_amr.SLDASM
2022-07-12 10:43:25,687 INFO  ExportHelperExtension.cs: 1136 - Found 77 in basic_amr.SLDASM
2022-07-12 10:43:25,688 INFO  ExportHelperExtension.cs: 1145 - Found 11 features of type [CoordSys] in basic_amr.SLDASM
2022-07-12 10:43:25,688 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-07-12 10:43:25,706 INFO  ExportHelperExtension.cs: 1160 - 11 components to check
2022-07-12 10:43:25,707 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Main_Body-1
2022-07-12 10:43:25,708 INFO  ExportHelperExtension.cs: 1136 - Found 79 in Main_Body-1
2022-07-12 10:43:25,708 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Main_Body-1
2022-07-12 10:43:25,709 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Drive_Wheel-1
2022-07-12 10:43:25,709 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Drive_Wheel-1
2022-07-12 10:43:25,710 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Drive_Wheel-1
2022-07-12 10:43:25,710 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Castor_Wheel-2
2022-07-12 10:43:25,711 INFO  ExportHelperExtension.cs: 1136 - Found 24 in Castor_Wheel-2
